Month,Metric,Time period,Seasonal Adjustment,Estimate,SIC,Measure,Value,Unit
2015-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.13,unitless
2015-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.14,unitless
2015-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.22,unitless
2015-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.15,unitless
2015-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.16,unitless
2015-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.05,unitless
2015-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.39,unitless
2016-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.01,unitless
2016-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.0,unitless
2016-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.06,unitless
2016-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.01,unitless
2016-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.04,unitless
2016-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.06,unitless
2016-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.14,unitless
2016-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.01,unitless
2016-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.06,unitless
2016-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.06,unitless
2016-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.0,unitless
2016-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.23,unitless
2017-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.02,unitless
2017-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.02,unitless
2017-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.09,unitless
2017-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.02,unitless
2017-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.15,unitless
2017-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.13,unitless
2017-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.14,unitless
2017-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.19,unitless
2017-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.18,unitless
2017-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.2,unitless
2017-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.14,unitless
2017-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.15,unitless
2018-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.09,unitless
2018-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.09,unitless
2018-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.02,unitless
2018-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.1,unitless
2018-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.07,unitless
2018-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.01,unitless
2018-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.09,unitless
2018-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.04,unitless
2018-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.05,unitless
2018-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.08,unitless
2018-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.01,unitless
2018-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.01,unitless
2019-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.01,unitless
2019-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.01,unitless
2019-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.04,unitless
2019-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.04,unitless
2019-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.02,unitless
2019-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.03,unitless
2019-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.01,unitless
2019-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.07,unitless
2019-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.01,unitless
2019-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.08,unitless
2019-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.08,unitless
2019-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.05,unitless
2020-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.04,unitless
2020-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.05,unitless
2020-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.06,unitless
2020-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.11,unitless
2020-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.06,unitless
2020-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.09,unitless
2020-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.04,unitless
2020-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.03,unitless
2020-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.02,unitless
2020-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.01,unitless
2020-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.03,unitless
2020-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.13,unitless
2021-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.01,unitless
2021-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.01,unitless
2021-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.08,unitless
2021-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.16,unitless
2021-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.08,unitless
2021-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.04,unitless
2021-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.02,unitless
2021-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.14,unitless
2021-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.15,unitless
2021-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.09,unitless
2021-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.13,unitless
2021-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.04,unitless
2022-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.11,unitless
2022-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.14,unitless
2022-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.15,unitless
2022-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.16,unitless
2022-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.26,unitless
2022-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.26,unitless
2013-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4870.0,number
2013-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4350.0,number
2013-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,3070.0,number
2013-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,3630.0,number
2013-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4190.0,number
2013-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4150.0,number
2013-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4660.0,number
2013-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4250.0,number
2013-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4400.0,number
2013-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4760.0,number
2013-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4450.0,number
2013-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,3980.0,number
2014-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4740.0,number
2014-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4370.0,number
2014-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4290.0,number
2014-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,3970.0,number
2014-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4390.0,number
2014-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4220.0,number
2014-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4430.0,number
2014-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4070.0,number
2014-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4480.0,number
2014-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4670.0,number
2014-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4300.0,number
2014-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,3780.0,number
2015-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4400.0,number
2015-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4130.0,number
2015-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,3330.0,number
2015-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4100.0,number
2015-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4190.0,number
2015-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4220.0,number
2015-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4340.0,number
2015-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4200.0,number
2015-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4410.0,number
2015-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4640.0,number
2015-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4490.0,number
2015-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4100.0,number
2016-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4420.0,number
2016-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4260.0,number
2016-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4150.0,number
2016-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,3690.0,number
2016-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,3980.0,number
2016-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4380.0,number
2016-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4180.0,number
2016-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4200.0,number
2016-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4040.0,number
2016-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4360.0,number
2016-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,4380.0,number
2016-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,number-of-firms-in-diffusion-index,3720.0,number
